created_at,user,retweet_count,text,clean_text,user_loc,country,user_followers_count,sentiment_polarity,sentiment,region
04-14-2017,KamranBokhari,2.0,Two key factors shaped decision to use the #MOAB against #ISIS tunnel complex in #Afghanistan: intelligence on target &amp; strike logistics.,Two key factors shaped decision to use the MOAB against ISIS tunnel complex in Afghanistan intelligence on target amp strike logistics ,"Washington, DC",US,4176.0,-0.15,negative,USA
04-14-2017,KalayusShade,0.0,"#America.. meet the new #ISIS of #MobilePhones ...THE #IPHONE 
AMERICA WE  RUN  ON #ANDROID.. WE NEED #MOAB 
#IfTomiSoldAndroidPhones", America meet the new ISIS of MobilePhones THE IPHONE AMERICA WE RUN ON ANDROID WE NEED MOAB IfTomiSoldAndroidPhones,"Tempe, AZ",US,4.0,0.13636363636363635,Positive,USA
04-14-2017,Cortini,0.0,@BraddJaffy Then looking deep into  Southern Comfort maybe..for answers.. hazy solutions n maybe a new #MOAB..A #MOAB every week will do it., BraddJaffy Then looking deep into Southern Comfort maybe for answers hazy solutions n maybe a new MOAB A MOAB every week will do it ,"Nairobi, Kenya",KE,5647.0,0.04545454545454545,Positive,Rest of the World
04-14-2017,chris_max18,1.0,https://t.co/7nl5hr6jSe looking for new #youtubers to meet! Tweet me! #subscribers #subscribe #vlogger #community #MOAB,https t co 7nl5hr6jSe looking for new youtubers to meet Tweet me subscribers subscribe vlogger community MOAB,"Stevenage, UK",GB,881.0,0.13636363636363635,Positive,Rest of the World
04-14-2017,MikeEstacio,0.0,"Trump be like #moab @ Los Angeles, California https://t.co/ucx1gB8jhk",Trump be like moab Los Angeles California https t co ucx1gB8jhk,Los Angeles,US,532.0,0.0,neutral,USA
04-14-2017,Mark3Ds,0.0,@drfarls @TerryGlavin on #MOAB #GBU43 and #Taliban #Afghanistan https://t.co/KZdjKmZsyb, drfarls TerryGlavin on MOAB GBU43 and Taliban Afghanistan https t co KZdjKmZsyb,"Ottawa, Ontario",CA,954.0,0.0,neutral,Rest of the World
04-14-2017,taurusanil,0.0,Pakistan = MOAB (Mother of All Bums) #LawlessPak #MOABBomb #MOAB,Pakistan MOAB Mother of All Bums LawlessPak MOABBomb MOAB,Mumbai,IN,255.0,0.0,neutral,Rest of the World
04-14-2017,sonofbelial,0.0,"I honestly don't get the furore over this #MOAB, there were #ISIS militants using a tunnel system - perfect weapon to take them all out",I honestly don t get the furore over this MOAB there were ISIS militants using a tunnel system perfect weapon to take them all out,"Dublin, Ireland",IE,329.0,0.8,Positive,Rest of the World
04-14-2017,_Beanster_,0.0,36 ISIS soldiers killed. 360 new ones created. #MOAB,36 ISIS soldiers killed 360 new ones created MOAB,Occupied Lenape Terratory,US,714.0,-0.03181818181818183,negative,USA
04-14-2017,DavesTPty,0.0,"USA needs a few hundred more #MOAB and  ""bunker buster"" bombs.
Why?
#NorthKorea #Iran",USA needs a few hundred more MOAB and bunker buster bombs Why NorthKorea Iran,Ohio Kentucky Indiana,US,3356.0,0.15,Positive,USA
04-14-2017,israeli101,0.0,Bonafide brain~washed Nut-Case @joshfoxfilm: #MOAB Is an 'Abomination' &amp; We Can Only Defeat ISIS With Love!! https://t.co/PT3WtJRB5H,Bonafide brain washed Nut Case joshfoxfilm MOAB Is an Abomination amp We Can Only Defeat ISIS With Love https t co PT3WtJRB5H,,CA,519.0,0.25,Positive,Rest of the World
04-14-2017,danielcflynn52,0.0,#Moab general says it was used appropriately ?Isn't that also the mother of all #oxymorons! The biggest bomb ever d… https://t.co/t7OlgBeU1h, Moab general says it was used appropriately Isn t that also the mother of all oxymorons The biggest bomb ever d https t co t7OlgBeU1h,North Staffordshire,GB,2377.0,0.275,Positive,Rest of the World
04-14-2017,callanbowes,0.0,Hard to read: kids being shamed by schools for being too poor for lunch. I wonder if $300m  would have helped? #moab https://t.co/n7jICkL9nP,Hard to read kids being shamed by schools for being too poor for lunch I wonder if 300m would have helped moab https t co n7jICkL9nP,"St. John's, Newfoundland and Labrador",CA,155.0,-0.3458333333333333,negative,Rest of the World
04-14-2017,thealisonway,0.0,"""This week on #WhoDoYouThinkYouAre . . . #MOAB finds out he's the ineffectual, second-cousin-twice-removed of Tsar Bomba!""", This week on WhoDoYouThinkYouAre MOAB finds out he s the ineffectual second cousin twice removed of Tsar Bomba ,Rust Belt,US,300.0,0.0,neutral,USA
04-14-2017,crewoldt,0.0,"@kaysintBB @pr0udwhite I think it may have been @BarackObama s bomb leftover from his ""depleted"" military. #MAGA #MOABBomb #MOAB", kaysintBB pr0udwhite I think it may have been BarackObama s bomb leftover from his depleted military MAGA MOABBomb MOAB,DFW USA,US,4295.0,-0.1,negative,USA
04-14-2017,morrowjamesadam,0.0,"Bombing Hiroshima 
changed the world,
but it didn't end WWII
#Trumpism #MOAB
#GoodFriday #Peace 
#DPRK #FoodNotBombs
https://t.co/2t7kb5EcxC",Bombing Hiroshima changed the world but it didn t end WWII Trumpism MOAB GoodFriday Peace DPRK FoodNotBombs https t co 2t7kb5EcxC,"San Francisco, CA",US,85.0,0.0,neutral,USA
04-14-2017,crewoldt,0.0,@Daily_Star So what's the score? Are we #winning ?? #MOAB #MAGA https://t.co/hvToBZMvit, Daily_Star So what s the score Are we winning MOAB MAGA https t co hvToBZMvit,DFW USA,US,4295.0,0.5,Positive,USA
04-14-2017,BrianBrenberg,0.0,"Helpful tactical perspective on #MOAB.
https://t.co/Rz5k9MfXGT",Helpful tactical perspective on MOAB https t co Rz5k9MfXGT,"New York, NY",US,1195.0,0.0,neutral,USA
04-14-2017,ErickEsteban,0.0,I just hope Earth makes it to the release date #MOAB #StarWars #NotMyPresident #RESIST https://t.co/ou1INKRSBM,I just hope Earth makes it to the release date MOAB StarWars NotMyPresident RESIST https t co ou1INKRSBM,"Burbank, CA",US,1262.0,0.0,neutral,USA
04-14-2017,crewoldt,0.0,"@cnnbrk Yes, but please tell us how many we killed in Northern Syria yesterday: #MOAB #MAGA https://t.co/hvToBZMvit", cnnbrk Yes but please tell us how many we killed in Northern Syria yesterday MOAB MAGA https t co hvToBZMvit,DFW USA,US,4295.0,0.15,Positive,USA
04-14-2017,Thruxton_Racer,0.0,"I'm all for getting rid of ISIS, but IMHO using #MOAB to zap 30-odd terrorists is just Trump's way of compensating… https://t.co/zmGhdhJm82",I m all for getting rid of ISIS but IMHO using MOAB to zap 30 odd terrorists is just Trump s way of compensating https t co zmGhdhJm82,Sitges,ES,265.0,-0.16666666666666666,negative,Rest of the World
04-14-2017,seguntheprogram,0.0,"Trump is really @davidblaine While we 👀the #MOAB drop on #Afghanistan
He drops the real 💣cutting #PlannedParenthood 
https://t.co/Z3TVu6Lc8u",Trump is really davidblaine While we the MOAB drop on Afghanistan He drops the real cutting PlannedParenthood https t co Z3TVu6Lc8u,Los Angeles California ,US,11538.0,-0.35,negative,USA
04-14-2017,alibomaye,76.0,"My report from Achin for @Telegraph from Achin district after US dropped #MOAB ""mother of all bombs"" in Nangarhar | https://t.co/FMSWLBcI7N",My report from Achin for Telegraph from Achin district after US dropped MOAB mother of all bombs in Nangarhar https t co FMSWLBcI7N,Kabul,AF,13693.0,0.0,neutral,Rest of the World
04-14-2017,Knobstradamus,0.0,This was just another in a line of huge bombs throughout Trumps career. #MOAB,This was just another in a line of huge bombs throughout Trumps career MOAB,Portland Oregon,US,1116.0,0.4000000000000001,Positive,USA
04-14-2017,jchaltiwanger,2.0,'It felt like the heavens were falling': Afghans reel from #MOAB impact https://t.co/X9IgKnzAMA, It felt like the heavens were falling Afghans reel from MOAB impact https t co X9IgKnzAMA,New York City ,US,11285.0,0.0,neutral,USA
04-14-2017,LilLubbie,0.0,@Tasha26 @polNewsNet Underdog? I hope you are not an American! Trump is showing the world America is back after 8 years of weakness! #MOAB, Tasha26 polNewsNet Underdog I hope you are not an American Trump is showing the world America is back after 8 years of weakness MOAB,,US,1737.0,0.0,neutral,USA
04-14-2017,miramarsian,17.0,"More explosive, if true, than #moab #shinyobject https://t.co/BQAKTCsrJ0",More explosive if true than moab shinyobject https t co BQAKTCsrJ0,"Miramar, Florida",US,312.0,0.425,Positive,USA
04-14-2017,jchaltiwanger,2.0,My concern is using the #MOAB actually just helps ISIS by increasing enmity to the US. It will help them recruit dozens more.,My concern is using the MOAB actually just helps ISIS by increasing enmity to the US It will help them recruit dozens more ,New York City ,US,11285.0,0.25,Positive,USA
04-14-2017,jchaltiwanger,3.0,To the trolls in my mentions: Questioning the logic of using #MOAB is not the same as siding w/ ISIS. I have no sympathy for those assholes.,To the trolls in my mentions Questioning the logic of using MOAB is not the same as siding w ISIS I have no sympathy for those assholes ,New York City ,US,11285.0,0.0,neutral,USA
04-14-2017,Mercedesguera,0.0,#MOAB #36ISIS life is priceless $16M is just gonna give more people courage2join #ISIS Violence doesn't end violenc… https://t.co/mn05o0vnUH, MOAB 36ISIS life is priceless 16M is just gonna give more people courage2join ISIS Violence doesn t end violenc https t co mn05o0vnUH,"Texas, USA",US,1109.0,0.75,Positive,USA
04-14-2017,m4gw,0.0,@politico @slone Talk about sucking all the Oxygen out of a room. #MOAB, politico slone Talk about sucking all the Oxygen out of a room MOAB,"Hackensack, MN",US,710.0,0.0,neutral,USA
04-14-2017,ChiefJosheola,0.0,The #MOAB sent a clear message to ISIS: U.S. strategy against you will be the same as the last 15 years with the same results.,The MOAB sent a clear message to ISIS U S strategy against you will be the same as the last 15 years with the same results ,Earth,US,1110.0,0.025000000000000005,Positive,USA
04-14-2017,RahuldeepGill,0.0,What #neofascist -Americans REALLY think. #moab https://t.co/NEHnYQ8M3A,What neofascist Americans REALLY think moab https t co NEHnYQ8M3A,"Los Angeles, CA (via Boston)",US,946.0,0.2,Positive,USA
04-14-2017,RahuldeepGill,0.0,What #neofascist -Americans REALLY think about me. #moab https://t.co/UhUTguJ2lr,What neofascist Americans REALLY think about me moab https t co UhUTguJ2lr,"Los Angeles, CA (via Boston)",US,946.0,0.2,Positive,USA
04-14-2017,_BradleyStein_,0.0,Very clever and pithy break down of the impact #MOAB will have on North Korea by @greggutfeld . Take a look: https://t.co/V7OXubM8vB,Very clever and pithy break down of the impact MOAB will have on North Korea by greggutfeld Take a look https t co V7OXubM8vB,New York,US,2324.0,0.030555555555555544,Positive,USA
04-14-2017,richardshields,0.0,#TheResistance This must have been the mother-in-law of all bombs - only killed 20 less than the so-called #MOAB https://t.co/o9gUBN4SBL, TheResistance This must have been the mother in law of all bombs only killed 20 less than the so called MOAB https t co o9gUBN4SBL,Sitting at a computer,US,1033.0,-0.12222222222222223,negative,USA
04-14-2017,michaelvolkmann,0.0,Testing-Ground #Afghanistan #MOAB https://t.co/vEgZOtd6EU,Testing Ground Afghanistan MOAB https t co vEgZOtd6EU,Germany ,DE,1711.0,0.0,neutral,Rest of the World
04-14-2017,TIAMACHE,0.0,"What's the problem? Slap the living shit out of them, if they keep talking shit, show them a #MOAB video and a pict… https://t.co/lTAXyZfzGG",What s the problem Slap the living shit out of them if they keep talking shit show them a MOAB video and a pict https t co lTAXyZfzGG,"Florida, USA",US,203.0,-0.2,negative,USA
04-14-2017,KamranBokhari,1.0,"Will be on @BBCWorld talking to @BBCKasiaMadera about #MOAB, #ISIS, #Syria &amp; #DPRK at 2pm eastern/1900 GMT. Tune in. @CGlobalPolicy @gwupoe",Will be on BBCWorld talking to BBCKasiaMadera about MOAB ISIS Syria amp DPRK at 2pm eastern 1900 GMT Tune in CGlobalPolicy gwupoe,"Washington, DC",US,4176.0,0.0,neutral,USA
04-14-2017,BDTPhotos,0.0,We should not be deterred from demanding Independent Investigation.No distractions. #russiagate #moab… https://t.co/VDM5YkdPAI,We should not be deterred from demanding Independent Investigation No distractions russiagate moab https t co VDM5YkdPAI,"Port Orange, FL",US,91.0,0.0,neutral,USA
04-14-2017,jarlet007,0.0,Anything nicknamed MILOAB (mother in law of all bombs) would be dropped by all sides as quickly as possible just to get rid of it. #moab,Anything nicknamed MILOAB mother in law of all bombs would be dropped by all sides as quickly as possible just to get rid of it moab,"orlando, fl",US,117.0,0.0,neutral,USA
04-14-2017,realtundey,0.0,"""My military""? Who cares? He ordered them and they killed 36 people in a sovereign country. But liberals wanna kvetch about semantics. #moab", My military Who cares He ordered them and they killed 36 people in a sovereign country But liberals wanna kvetch about semantics moab,Trump's Banana Republic,US,66.0,-0.15000000000000002,negative,USA
04-14-2017,BlueDogPatriot,0.0,Ok can we not talk about the #MOAB all day long #Media 😒,Ok can we not talk about the MOAB all day long Media ,"Miami, FL",US,366.0,0.225,Positive,USA
04-14-2017,YaniMeyer1,2.0,@RedWhiteInk @karensanders7 #MOAB WAS ALSO THE NAME OF DAUGHTER OF LOT LEADER OF MOABITES HUSBAND OF RUTH ANCESTOR OF DAVID BLOOD OF JESUS🙏👊, RedWhiteInk karensanders7 MOAB WAS ALSO THE NAME OF DAUGHTER OF LOT LEADER OF MOABITES HUSBAND OF RUTH ANCESTOR OF DAVID BLOOD OF JESUS ,"Cape Town, South Africa",ZA,1343.0,0.0,neutral,Rest of the World
04-14-2017,XIBASH,5.0,Reports say that #MOAB killed 36 ISIS fighters and ZERO civilians. Does that kind of bombs choose the type of people to kill? #Afghanistan,Reports say that MOAB killed 36 ISIS fighters and ZERO civilians Does that kind of bombs choose the type of people to kill Afghanistan,The Throne,US,23455.0,0.19999999999999998,Positive,USA
04-14-2017,John_D_Blackman,0.0,"Let's see - attack Assad gov, #MOAB bombing in Afghan, task force steams on NK with implicit threat... and @TheDemocrats ""resisting"" Russia!",Let s see attack Assad gov MOAB bombing in Afghan task force steams on NK with implicit threat and TheDemocrats resisting Russia ,"Los Angeles, CA",US,1622.0,0.0,neutral,USA
04-14-2017,Worshipofflesh,1.0,"I got a
Half
Chub
watching
#MOAB 
implode
on
ISIS

(oh, yeah,
right therr.)",I got a Half Chub watching MOAB implode on ISIS oh yeah right therr ,"Los Angeles, CA USA",US,26.0,0.05952380952380952,Positive,USA
04-14-2017,raninen,0.0,"Maths, #Afghanistan: Trump finds that #Moab killed 0,3% of non-combatants killed in 2016. Hooray. U.S.A! MAGA!

https://t.co/2DiyFas9zN",Maths Afghanistan Trump finds that Moab killed 0 3 of non combatants killed in 2016 Hooray U S A MAGA https t co 2DiyFas9zN,"Lahti, Suomi",FI,109.0,-0.2,negative,Rest of the World
04-14-2017,SharnaNHorn,0.0,Really @PattyArquette why do we need it when the world is going to end this year? #TrumpsWorldWar #MOAB https://t.co/FpmOmutFpA,Really PattyArquette why do we need it when the world is going to end this year TrumpsWorldWar MOAB https t co FpmOmutFpA,"Los Angeles, CA",US,311.0,0.2,Positive,USA
04-14-2017,BCCTW,0.0,Adriana Cohen: Bombing shows Donald Trump standing up for us https://t.co/jM4wBr8VB1 @FoxNews @RealClearNews @DRUDGE #Moab @POTUS @Reince,Adriana Cohen Bombing shows Donald Trump standing up for us https t co jM4wBr8VB1 FoxNews RealClearNews DRUDGE Moab POTUS Reince,Cambridge,US,85.0,0.0,neutral,USA
04-14-2017,tvcoh4,0.0,"@joshfoxfilm #moab How many innocent friends did you lose on 911, with people like you we will all be praying to Mecca. Happy Easter", joshfoxfilm moab How many innocent friends did you lose on 911 with people like you we will all be praying to Mecca Happy Easter,,US,28.0,0.6,Positive,USA
04-14-2017,michaelcrofford,0.0,I feel the #MOAB bomb would of been more effective for the Middle East if it released large quantities of marijuana and mushrooms.,I feel the MOAB bomb would of been more effective for the Middle East if it released large quantities of marijuana and mushrooms ,"Houston, TX",US,185.0,0.32857142857142857,Positive,USA
04-14-2017,ChetPowell,80.0,Trumpers say #MOAB was successful because it took out 36 ISIS. Obama's LAST strike (1/18/2017) took out 85 ISIS using conventional weapons.,Trumpers say MOAB was successful because it took out 36 ISIS Obama s LAST strike 1 18 2017 took out 85 ISIS using conventional weapons ,"Georgia, USA",US,2711.0,0.2023809523809524,Positive,USA
04-14-2017,MilesOfPayne,0.0,So we know N. Korea is going to have a massive military parade this weekend.. a few #MOAB's should do a nice little cleanup. 🇺🇸 #MAGA,So we know N Korea is going to have a massive military parade this weekend a few MOAB s should do a nice little cleanup MAGA,Northern California,US,223.0,-0.02291666666666668,negative,USA
04-14-2017,b24fowler,0.0,So we spent how much to kill 36 fighters? #moab https://t.co/ly4735sQhw,So we spent how much to kill 36 fighters moab https t co ly4735sQhw,High Point NC,US,865.0,0.05,Positive,USA
04-14-2017,ChronsOfNon,0.0,"An inept leader called for the death of a Middle Eastern man, and thousands cheered. But enough about the #MOAB, it's #GoodFriday! 🤗",An inept leader called for the death of a Middle Eastern man and thousands cheered But enough about the MOAB it s GoodFriday ,"Rochester, NY",US,392.0,0.0,neutral,USA
04-14-2017,magstaylor123,0.0,@ANN7tv What a load of biased BS ‼️Stick to SA news ANN7 or do the research. #MOAB #DestroyIsis #BanShariaLaw #HelpRefugees #FakeNews, ANN7tv What a load of biased BS Stick to SA news ANN7 or do the research MOAB DestroyIsis BanShariaLaw HelpRefugees FakeNews,,ZA,2772.0,0.0,neutral,Rest of the World
04-14-2017,HardTruthonLife,0.0,"""I could shoot a person in the middle of 5th ave...""or he could drop a #MOAB next to holy land/Jerusalem on Easter week. #resist #RESISTANCE", I could shoot a person in the middle of 5th ave or he could drop a MOAB next to holy land Jerusalem on Easter week resist RESISTANCE,United States,US,227.0,0.0,neutral,USA
04-14-2017,HenryMorgan73,0.0,And clearly @realDonaldTrump big dick swinging #MOAB is the solution now. https://t.co/7TmXc4ouHv,And clearly realDonaldTrump big dick swinging MOAB is the solution now https t co 7TmXc4ouHv,"Raleigh, NC from Detroit, MI",US,888.0,0.05000000000000001,Positive,USA
04-14-2017,Ziggy_Daddy,1.0,"#FoxAndFriends Host Ainsley Earhardt: #MOAB Bomb Dropped On Afghanistan ""Is What Freedom Looks Like. That's The Red, White And Blue""", FoxAndFriends Host Ainsley Earhardt MOAB Bomb Dropped On Afghanistan Is What Freedom Looks Like That s The Red White And Blue ,San Diego,US,12277.0,0.0,neutral,USA
04-14-2017,HardTruthonLife,0.0,On this #GoodFriday keep in mind @POTUS just #MOAB'd closer than most people here are to the next state line from Jerusalem. Happy Easter.,On this GoodFriday keep in mind POTUS just MOAB d closer than most people here are to the next state line from Jerusalem Happy Easter ,United States,US,227.0,0.43333333333333335,Positive,USA
04-14-2017,polandmary21,0.0,@goldengateblond #MOAB? AMERICA was HACKED by #RUSSIA!   bad ass usa #deplorables  ~ In YOUR FACE #Tillerson w… https://t.co/Ctw36vzOKh, goldengateblond MOAB AMERICA was HACKED by RUSSIA bad ass usa deplorables In YOUR FACE Tillerson w https t co Ctw36vzOKh,"Mahindra World City, Rajasthan",US,1732.0,-0.6999999999999998,negative,USA
04-14-2017,irks28,0.0,We need to show that We can too operate operations out side or inside India @narendramodi @manoharparrikar .....#MOAB #USAArmy,We need to show that We can too operate operations out side or inside India narendramodi manoharparrikar MOAB USAArmy,"Orissa, India",IN,94.0,0.0,neutral,Rest of the World
04-14-2017,AmberOkum,0.0,It's quite sad when names we use to symbolize creation of life are now symbols of destruction and death. #MOAB https://t.co/oXP58nCA3Z,It s quite sad when names we use to symbolize creation of life are now symbols of destruction and death MOAB https t co oXP58nCA3Z,,US,277.0,-0.5,negative,USA
04-14-2017,alexypkeaton,0.0,"@SenWarren You seem to be confused a lot, Fauxcohontas. Ask literally ANYONE what the #Trump strategy is to defeat… https://t.co/lQ1l3TnyPf", SenWarren You seem to be confused a lot Fauxcohontas Ask literally ANYONE what the Trump strategy is to defeat https t co lQ1l3TnyPf,"Alexandria, VA",US,400.0,-0.4,negative,USA
04-14-2017,torrea40,0.0,"The U.S. decision to drop the #MOAB was striking for several reasons
#Afghanistan 
: https://t.co/7RviUb1WrL",The U S decision to drop the MOAB was striking for several reasons Afghanistan https t co 7RviUb1WrL,,US,1121.0,0.25,Positive,USA
04-14-2017,irks28,0.0,Dear Prime Minister @narendramodi When we Indians will attack ISIS or IM with a #MOAB..can't wait more sir.. @manoharparrikar,Dear Prime Minister narendramodi When we Indians will attack ISIS or IM with a MOAB can t wait more sir manoharparrikar,"Orissa, India",IN,94.0,0.5,Positive,Rest of the World
04-14-2017,larrygassan,0.0,"One $16M #MOAB killed 50 [supposed] ISIS militants, at $320,000 per. And the media jizzed itself stupid. #TrumpMath",One 16M MOAB killed 50 supposed ISIS militants at 320 000 per And the media jizzed itself stupid TrumpMath,"Los Angeles, CA",US,274.0,-0.5,negative,USA
04-14-2017,JBoprie,0.0,Did you know that people get hurt or die when they get bombed?! #moab #SHOCKED https://t.co/cGTJzk9eB8,Did you know that people get hurt or die when they get bombed moab SHOCKED https t co cGTJzk9eB8,"Seattle, WA",US,57.0,-0.7,negative,USA
04-14-2017,kellyebsary,0.0,I'm encouraged to watch people who ignored Obama's 8 years of murderous offensives in 8 countries come back online as antiwar #moab,I m encouraged to watch people who ignored Obama s 8 years of murderous offensives in 8 countries come back online as antiwar moab,"Santa Monica, California",US,315.0,0.0,neutral,USA
04-14-2017,Subdoc101,0.0,"HOOYAH @POTUS. Give your military CDRS guidance, get the hell out of the way at watch excellence in action. #MOAB special delivery.",HOOYAH POTUS Give your military CDRS guidance get the hell out of the way at watch excellence in action MOAB special delivery ,,US,510.0,0.11904761904761905,Positive,USA
04-14-2017,jamieob256,0.0,"@realDonaldTrump You can't even handle an Easter egg roll, and we're supposed to trust you with bombs and such? #nobombs #moab #feelthebern", realDonaldTrump You can t even handle an Easter egg roll and we re supposed to trust you with bombs and such nobombs moab feelthebern,"New York, NY",US,692.0,0.0,neutral,USA
04-14-2017,ERN_Malleyscrub,1.0,@riotwomennn @IanHartley_ Give Trump some credit. He didn't have sex with the chocolate cake. Not in front of the C… https://t.co/gCFWBGOB5d, riotwomennn IanHartley_ Give Trump some credit He didn t have sex with the chocolate cake Not in front of the C https t co gCFWBGOB5d,Stonehenge Atlantis ,AU,5978.0,0.0,neutral,Rest of the World
04-14-2017,bladimz,0.0,"Y'know, Peace can fall apart at any moment, but War will never end. You can take that to the bank. #NorthKorea #MOAB #WarIsComing",Y know Peace can fall apart at any moment but War will never end You can take that to the bank NorthKorea MOAB WarIsComing,southeast PA,US,333.0,0.0,neutral,USA
04-14-2017,castaway5555,0.0,All the blather about #moab reminds me of our #shockandawe jargon ... no one's more impressed than we are with ourselves.,All the blather about moab reminds me of our shockandawe jargon no one s more impressed than we are with ourselves ,"Los Angeles, CA",US,2266.0,0.75,Positive,USA
04-14-2017,wind4me,0.0,#AmazonHydrogen.com #Moab $Plug https://t.co/Lw8ivzvoSN, AmazonHydrogen com Moab Plug https t co Lw8ivzvoSN,"Boulder, Colorado",US,7831.0,0.0,neutral,USA
04-14-2017,scoopster73,2.0,My #openletter to the #Trump fam.#PresidentTrump #Melania #POTUS #FLOTUS #DonaldTrumpJr #SeanSpicer #MOAB #ChikFilA https://t.co/qrPIrOUe2d,My openletter to the Trump fam PresidentTrump Melania POTUS FLOTUS DonaldTrumpJr SeanSpicer MOAB ChikFilA https t co qrPIrOUe2d,"Ontario, Canada ",CA,449.0,0.0,neutral,Rest of the World
04-14-2017,MichelCollignon,0.0,"#MOAB by #Trump #FOAM (Father Of All Morons)
What do you think those bombs will do to the integrity of the #Earth ?#Seismic Destabilisation", MOAB by Trump FOAM Father Of All Morons What do you think those bombs will do to the integrity of the Earth Seismic Destabilisation,"51° 15' 55.6'', 5° 43' 12.9''",NL,130.0,-0.8,negative,Rest of the World
04-14-2017,AmoreINCPR,0.0,"What's Trending: #TheLastJedi @GMA #GoodFriday
#LiteraryTypos #Kendrick #FlashbackFriday
#NewMusicFriday  #moab #elimanning",What s Trending TheLastJedi GMA GoodFriday LiteraryTypos Kendrick FlashbackFriday NewMusicFriday moab elimanning,"New York, NY",US,171.0,0.0,neutral,USA
04-14-2017,Dread_LPM,0.0,"Here's the easiest way to bomb #NorthKorea ,wait till night, watch only light in country turn on, then target.
Problem solved #moab",Here s the easiest way to bomb NorthKorea wait till night watch only light in country turn on then target Problem solved moab,"Phoenix, AZ",US,204.0,0.2,Positive,USA
04-14-2017,Travis_H_Brown,0.0,@realDonaldTrump #moab kills 36 Isis fighters!!! 36! Lol lol nice one, realDonaldTrump moab kills 36 Isis fighters 36 Lol lol nice one,"Daytona Beach Shores, FL",US,893.0,0.7333333333333334,Positive,USA
04-14-2017,unitgrasshopper,0.0,If #toyota was to stop selling parts to #Isis for thier trucks we would be that much closer to beating them without the #MOAB,If toyota was to stop selling parts to Isis for thier trucks we would be that much closer to beating them without the MOAB,"36°50'46.2""N 10°10'32.3""E",US,3.0,0.2,Positive,USA
04-14-2017,jackfjack6,1.0,"Amazed that twitterati, MSM and others I communicate with, largely don't seem to give a 'fat rat's arse' about implications of #MOAB",Amazed that twitterati MSM and others I communicate with largely don t seem to give a fat rat s arse about implications of MOAB,,AU,498.0,0.21428571428571427,Positive,Rest of the World
04-14-2017,junkion,0.0,@BartBaker thanks for the follow-unfollow. #baitswitch #followthenunfollowforhopesofgettingfollowers #moab, BartBaker thanks for the follow unfollow baitswitch followthenunfollowforhopesofgettingfollowers moab,"Minneapolis, MN",US,340.0,0.2,Positive,USA
04-14-2017,BlaineBershad,1.0,"#moab was OK'd by PBO, used by MSM to say something about #45 that isn't #russiagate or #TaxReturns https://t.co/6LESNhpCrQ", moab was OK d by PBO used by MSM to say something about 45 that isn t russiagate or TaxReturns https t co 6LESNhpCrQ,"Massachusetts, USA",US,3773.0,0.5,Positive,USA
04-14-2017,brienthess,0.0,"Yesterday, one of the talking points people told me the #MOAB targeted the ""middle of nowhere."" Today, it's 36 ISIS targets down. #fakenews",Yesterday one of the talking points people told me the MOAB targeted the middle of nowhere Today it s 36 ISIS targets down fakenews,"Portland, OR",US,334.0,-0.07777777777777779,negative,USA
04-14-2017,audreytroia,0.0,@FoxNews so concerned about civilians get on a navy ship then a helicopter and bring aid to them you have the money… https://t.co/Kt8thNAzdC, FoxNews so concerned about civilians get on a navy ship then a helicopter and bring aid to them you have the money https t co Kt8thNAzdC,south east florida,US,54.0,0.0,neutral,USA
04-14-2017,ILWU24_7,1.0,"U.S ""TRUMP"" leader spends all money on military hardware his people have no food no Health Care no Trans infrastructure #MOAB
 36 ISIS",U S TRUMP leader spends all money on military hardware his people have no food no Health Care no Trans infrastructure MOAB 36 ISIS,coos bay  oregon,US,750.0,-0.1,negative,USA
04-14-2017,gmtweet3,0.0,Hey @realDonaldTrump squirrel!Hurry get the squirrel with another #moab https://t.co/Dzf2OC7K19,Hey realDonaldTrump squirrel Hurry get the squirrel with another moab https t co Dzf2OC7K19,Santa Monica / Napa,US,274.0,0.0,neutral,USA
04-14-2017,Miller_Hyatt,0.0,36 ISIS militants were killed by the #MOAB dropped on Afghanistan. Your reaction?,36 ISIS militants were killed by the MOAB dropped on Afghanistan Your reaction ,"Columbia,SC",US,201.0,-0.2,negative,USA
04-14-2017,KaraKreativ,0.0,Dispatches from suburbia: small group of protesters outside @SUBASE_NLON #fightingforpeace following #MOAB. Heightened security presence.,Dispatches from suburbia small group of protesters outside SUBASE_NLON fightingforpeace following MOAB Heightened security presence ,"Providence, RI / Mystic, CT",US,499.0,-0.08333333333333333,negative,USA
04-14-2017,_paulgemmer,1.0,Is @_jakeskaggs on your hit list? #moab #FreebieFriday #GoldenKnights,Is _jakeskaggs on your hit list moab FreebieFriday GoldenKnights,"Avon Bay, IN ",US,539.0,0.0,neutral,USA
04-14-2017,MichaBrandon,1.0,300 millions $ to build &amp; it only killed 36 war criminals? #MOAB. The A-team could hit that number in a slow day,300 millions to build amp it only killed 36 war criminals MOAB The A team could hit that number in a slow day,Bay Area,US,835.0,-0.16666666666666666,negative,USA
04-14-2017,PeacefPat,0.0,The Donald's #Moab #orange #phallic just about sums up #warmongering #smallhands small?,The Donald s Moab orange phallic just about sums up warmongering smallhands small ,"Oxford, England",GB,93.0,-0.25,negative,Rest of the World
